Timestamp,Year Level (last semester),College (last semester),Sex,What was your General Weighted Average (GWA) for the most recent semester?,How many subjects have you failed in the most recent semester?,"Approximately, what was your attendance rate in classes last semester?",How many academic units were you enrolled in during the most recent (last) semester?,Part Time Job,"If you answered ""Yes"" to the question above, how many hours did you work per week?","On average, how many hours did you study on weekdays?","On average, how many hours did you study on weekends?","How often did you submit school requirements(e.g. Assignments, Projects) late?","On average, how many hours did you sleep per night?","On average, how many hours did you spend gaming per day?","Were you involved in extracurricular activities (e.g., student orgs, sports, volunteering)?","If you answered ""Yes"" to the question above, how many hours per week did you spend on extracurricular activities in the last semester?",Stress level,Financial Difficulty,Level of Social Support,Preferred Learning Style,At-Risk/Not At-Risk
10/05/2025 18:00,2,college of engineering,male,3.64,0,78,21,no,0,1.5,2.5,sometimes,5.8,0.6,regularly,2,5,4,3,reading/writing,1
10/10/2025 22:00,3,college of engineering,male,1.64,1,98,18,no,0,3.8,2.8,sometimes,6.0,0.1,no,0,1,3,3,kinesthetic,0
11/17/2025 22:00,1,college of engineering,prefer not to say,3.81,0,86,18,yes,12,1.1,3.1,often,5.5,0.5,heavily,5,4,1,1,kinesthetic,1
10/31/2025 09:00,1,college of information sciences and computing,prefer not to say,1.85,0,89,15,no,0,1.9,3.9,never,7.5,3.9,regularly,2,2,4,4,visual,0
10/06/2025 15:00,2,college of forestry and environmental science,male,4.0,2,84,18,yes,12,0.9,3.7,often,5.7,2.4,no,0,5,3,3,auditory,1
10/23/2025 09:00,3,college of nursing,prefer not to say,2.85,1,83,15,yes,12,0.5,1.7,often,4.6,0.9,no,0,4,4,1,kinesthetic,1
10/09/2025 18:00,1,college of nursing,male,3.71,1,87,18,yes,20,2.0,1.0,sometimes,7.7,0.9,no,0,4,2,1,reading/writing,1
11/03/2025 08:00,4,college of arts and sciences,prefer not to say,1.73,0,96,18,no,0,2.5,2.5,rarely,6.8,0.7,no,0,1,1,4,visual,0
11/04/2025 13:00,4,college of engineering,female,2.26,3,87,15,no,0,1.1,1.5,rarely,7.1,3.4,occasionally,2,4,3,2,reading/writing,1
10/08/2025 18:00,3,college of business and management,prefer not to say,3.4,1,61,18,no,0,1.0,0.5,never,7.3,1.5,heavily,2,4,4,3,visual,1
11/02/2025 16:00,4,college of engineering,female,2.9,0,74,18,yes,8,1.9,0.9,sometimes,7.2,4.9,no,0,4,3,1,visual,1
10/27/2025 10:00,3,college of agriculture,prefer not to say,1.5,0,88,18,no,0,2.4,3.5,never,7.2,2.9,no,0,3,2,5,reading/writing,0
11/18/2025 12:00,3,college of information sciences and computing,female,1.83,0,100,15,no,0,2.6,2.0,sometimes,7.1,0.4,regularly,4,3,3,5,visual,0
11/06/2025 01:00,2,college of human ecology,prefer not to say,1.73,0,93,15,no,0,3.6,4.0,rarely,6.9,0.7,no,0,2,2,4,visual,0
10/03/2025 04:00,2,college of nursing,prefer not to say,3.64,1,88,18,yes,8,2.2,2.1,rarely,4.7,6.4,occasionally,5,2,4,3,auditory,1
11/02/2025 00:00,1,college of forestry and environmental science,male,3.77,3,68,18,yes,15,2.2,1.7,often,4.4,1.2,regularly,5,4,1,4,kinesthetic,1
11/10/2025 18:00,1,college of human ecology,male,1.51,0,87,15,no,0,3.8,2.6,never,9.1,2.2,no,0,3,2,5,reading/writing,0
10/06/2025 20:00,3,college of agriculture,male,1.73,0,90,15,no,0,3.6,5.3,rarely,7.9,1.4,occasionally,2,1,1,3,visual,0
10/30/2025 23:00,3,college of information sciences and computing,prefer not to say,1.61,1,95,21,no,0,2.6,2.9,rarely,6.6,0.2,heavily,4,1,1,5,visual,0
11/18/2025 16:00,2,college of human ecology,male,1.8,0,89,18,no,0,2.1,5.0,never,7.7,0.2,occasionally,2,2,1,3,auditory,0
10/17/2025 15:00,4,college of human ecology,male,1.88,0,96,15,no,0,2.3,4.1,never,6.0,2.5,occasionally,4,1,1,5,kinesthetic,0
11/04/2025 00:00,4,college of arts and sciences,male,3.8,1,75,18,yes,15,1.8,1.3,never,5.4,4.3,no,0,4,4,2,visual,1
10/04/2025 16:00,4,college of human ecology,prefer not to say,2.58,0,71,15,no,0,0.7,0.6,rarely,6.9,7.5,occasionally,5,4,1,2,kinesthetic,1
10/04/2025 13:00,2,college of arts and sciences,prefer not to say,3.54,1,72,15,yes,8,1.5,2.3,rarely,7.5,0.6,no,0,2,3,2,kinesthetic,1
11/02/2025 17:00,4,college of human ecology,male,1.99,0,98,18,no,0,2.3,2.4,never,7.4,0.3,regularly,4,2,1,5,auditory,0
11/04/2025 14:00,1,college of nursing,male,3.45,1,81,15,yes,8,1.9,2.0,rarely,6.5,2.4,regularly,5,4,3,2,auditory,1
